CustomerID,Frequency,Monetary_value,Average_price,Recency,Country
12504,3,34,11.33333333,18,Others
12507,1,193.5,24.1875,134,Others
12508,1,10.25,0.683333333,29,Others
12510,1,46.4,1.45,325,Others
12512,1,21.4,0.548717949,66,Others
12513,1,61.8,2.207142857,112,Others
12514,1,15,1.25,267,Others
12516,2,125.25,1.7725,77,Others
12517,4,78.7875,5.622102183,28,Others
12518,5,52.856,2.582374603,0,Others
12519,1,17.7,2.95,63,Others
12520,6,55.92666667,3.937719621,79,Others
12521,1,109.72,2.551627907,142,Others
12522,1,14.85,4.95,51,Others
12523,8,29.595,5.565690972,1,Others
12524,6,37.18666667,1.538519469,63,Others
12526,3,16.7,4.183333333,0,Others
12527,2,11.72,1.67,81,Others
12528,5,49.336,2.72225641,9,Others
12530,3,34.70666667,2.528885942,59,Others
12531,1,5.9,2.95,14,Others
12532,1,47.7,2.65,30,Others
12534,1,85.5,2.514705882,130,Others
12535,2,59.65,5.911363636,91,Others
12536,2,283.855,1.241147541,7,Others
12538,1,15.9,7.95,29,Others
12539,4,161.425,3.056722417,22,Others
12540,15,134.4746667,4.454654754,19,Others
12541,3,57.80333333,1.347118644,29,Others
12544,1,35.88,1.993333333,36,Others
12545,2,48.475,2.460952381,75,Others
12546,1,91.5,2.691176471,46,Others
12548,1,17.4,1.45,166,Others
12550,1,36.1,1.805,79,Others
12551,1,16.5,1.65,357,Others
12552,1,10.5,0.42,39,Others
12553,9,43.57222222,2.103790647,9,Others
12556,2,21.51,1.8155,50,Others
12557,4,212.09,1.835,158,Others
12558,2,12.48,0.835,1,Others
12559,1,87.6,1.36875,319,Others
12560,4,108.4475,6.399356955,5,Others
12561,1,44.3,0.984444444,302,Others
12562,7,64.74,1.920676717,8,Others
12564,1,93.6,8.509090909,261,Others
12566,1,159.18,1.253385827,86,Others
12567,10,144.768,2.133266947,22,Others
12569,18,26.57222222,5.457205026,2,Others
12571,2,43,1.004285714,39,Others
12572,2,48.98,1.77875,8,Others
12573,1,22.95,3.278571429,227,Others
12576,4,38.125,1.602380952,95,Others
12577,3,30.84333333,2.26325641,35,Others
12578,2,175.25,3.987076096,21,Others
12579,1,83.97,1.952790698,78,Others
12580,1,71.1,1.871052632,246,Others
12581,1,18,18,39,Others
12582,1,27.12,1.13,288,Others
12583,15,63.81533333,2.979258941,2,Others
12584,12,29.70833333,7.968611111,3,Others
12585,2,42.5,4.594594595,234,Others
12587,1,83.2,2.08,7,Others
12589,2,50.97,2.385994152,28,Others
12590,1,1665.3,1.345153473,211,Others
12591,1,78.85,2.92037037,317,Others
12592,1,73.4,1.411538462,92,Others
12594,6,41.66666667,1.606245421,46,Others
12596,1,20.4,0.85,51,Others
12597,4,75.745,2.847200342,32,Others
12598,7,58.35428571,1.986173469,9,Others
12599,4,10.8,0.9,29,Others
12600,6,51.835,9.023333333,28,Others
12601,5,44.998,6.293279279,189,Others
12602,1,33.8,0.704166667,58,Others
12607,2,-8.875,1.47937037,58,Others
12609,3,59.44,1.828547009,78,Others
12610,6,78.51666667,9.027103175,22,Others
12611,1,165.14,1.474464286,52,Others
12612,1,89.7,2.803125,74,Others
12613,5,56.424,1.472656433,31,Others
12615,3,127.1533333,1.887604167,2,Others
12616,3,14.6,1.263333333,95,Others
12617,1,29.95,1.996666667,29,Others
12618,1,40,40,21,Others
12619,5,93.952,0.701169604,16,Others
12620,3,39.67333333,0.983939394,14,Others
12621,16,81.25875,1.843871812,1,Others
12623,1,25.5,0.85,276,Others
12624,2,31.02,2.715,106,Others
12625,2,58.02,0.932045455,211,Others
12626,10,71.774,2.448819622,23,Others
12627,6,57.86666667,1.934015152,10,Others
12628,3,53.36333333,1.985714286,4,Others
12630,2,52.99,1.730490196,9,Others
12631,1,230.74,5.7685,57,Others
12633,4,60.33,2.101635463,58,Others
12635,2,37.66,1.009285714,89,Others
12637,7,86.95,1.804452811,67,Others
12638,1,88.74,1.215616438,33,Others
12640,1,48.84,6.105,81,Others
12641,1,10.5,2.1,115,Others
12642,3,36.1,7.410714286,25,Others
12643,3,222.8,7.7,128,Others
12644,1,88.2,2.94,129,Others
12645,4,25.1,1.425,33,Others
12646,2,48.85,2.164285714,4,Others
12647,10,40.115,5.544768583,22,Others
12648,1,51.45,2.45,154,Others
12649,3,52.66,1.699027778,107,Others
12650,1,112.5,3.75,3,Others
12651,1,17.85,5.95,334,Others
12652,1,25.2,2.1,331,Others
12653,2,134.2,1.395714286,148,Others
12654,4,18.3375,2.775,37,Others
12656,5,76.88,3.366777778,17,Others
12657,3,86.10333333,4.310935374,11,Others
12658,1,142.55,2.591818182,18,Others
12660,1,32.85,2.19,11,Others
12662,10,39.461,2.318740683,0,Others
12664,3,176.9333333,4.512666667,58,Others
12667,1,17.7,2.95,58,Others
12668,6,39.485,1.552946128,7,Others
12669,2,87.13,1.185572424,150,Others
12670,5,110.4,2.445298246,10,Others
12672,1,40.35,4.483333333,329,Others
12673,2,20.275,1.532352941,5,Others
12674,4,63.695,2.597346847,38,Others
12676,2,50,20.625,260,Others
12678,9,252.3733333,1.524585704,42,Others
12679,3,75.55333333,1.435339885,58,Others
12680,4,27.15,5.957142857,0,Others
12681,20,92.1885,2.937184755,14,Others
12682,22,55.57454545,3.668501913,3,Others
12683,15,68.68866667,3.18353451,4,Others
12684,6,60.25333333,1.647428571,7,Others
12685,6,42.82666667,2.031161747,28,Others
12688,1,391.19,1.253814103,113,Others
12689,2,25.9,1.344117647,25,Others
12690,1,36.3,1.65,205,Others
12691,1,109.6,3.425,58,Others
12693,4,19.225,6.315625,120,Others
12694,2,97.215,1.299774536,70,Others
12695,3,19.72,2.13,66,Others
12697,3,23.76,0.73,28,Others
12700,5,85.926,5.498372334,7,Others
12701,2,41.63,1.901904762,79,Others
12702,1,59.9,2.722727273,19,Others
12703,1,34.8,2.9,71,Others
12704,6,66.285,2.203760734,22,Others
12705,9,87.14444444,3.398199757,15,Others
12707,1,110.1,1.7203125,291,Others
12708,10,25.794,3.457870674,60,Others
12709,14,69.89714286,3.294330265,15,Others
12710,2,91.15,4.885,96,Others
12712,8,71.125,4.006681256,28,Others
12713,1,138.82,1.28537037,0,Others
12714,5,68.97,1.947638513,9,Others
12715,1,20.8,2.08,106,Others
12716,1,117.9,1.8421875,133,Others
12717,2,105.225,3.327469758,151,Others
12718,1,29.4,0.6125,71,Others
12719,2,51.125,1.393243243,5,Others
12720,17,40.67529412,1.528647614,2,Others
12721,5,46.424,4.227705251,31,Others
12722,3,52.21,5.447318841,85,Others
12723,3,34.52666667,6.146296296,16,Others
12724,2,19.4,1.266666667,81,Others
12725,1,73.25,1.331818182,371,Others
12726,6,60.77,1.852207792,28,Others
12727,6,57.98666667,6.556527778,10,Others
12728,2,24,1,71,Others
12729,1,71.9,1.563043478,113,Others
12731,11,221.3954545,3.97564615,23,Others
12732,1,17.7,2.95,179,Others
12734,1,46.8,1.95,352,Others
12735,1,54,18,315,Others
12738,1,18,18,372,Others
12740,1,68.2,3.41,63,Others
12743,2,45.215,1.021680162,134,Others
12744,6,293.2666667,472.643924,51,Others
12747,5,45.506,2.96,2,United Kingdom
12748,144,12.56798611,8.62476939,0,United Kingdom
12749,5,135.308,3.980076685,3,United Kingdom
12750,1,50.9,1.755172414,128,Others
12752,1,94.56,1.97,81,Others
12753,9,352.7688889,2.226763187,3,Others
12754,2,3.15,1.333333333,277,Others
12757,8,-169.95625,226.1347883,28,Others
12758,2,156.6,1.508479532,116,Others
12759,3,63.03333333,1.615805491,52,Others
12762,1,123.36,1.468571429,7,Others
12763,1,87,1.45,138,Others
12764,1,165.65,4.477027027,316,Others
12766,7,111.9471429,2.127036896,3,Others
12769,1,144.75,3.216666667,238,Others
12772,1,140.45,1.232017544,59,Others
12775,3,24.87666667,1.735405405,17,Others
12778,3,24.28,0.971632653,63,Others
12779,6,82.73166667,3.824064094,37,Others
12781,2,51.3,2.175,63,Others
12782,5,36.672,2.157205674,4,Others
12783,5,-17.668,58.51116667,2,Others
12784,1,40.5,2.025,15,Others
12785,1,12.5,1.25,364,Others
12787,2,24.9,8.225,91,Others
12790,1,97.92,2.128695652,192,Others
12791,1,15,15,373,Others
12792,1,72.9,0.998630137,256,Others
12793,2,52.3,1.397692308,334,Others
12794,2,52.74,2.113571429,53,Others
12795,1,77.95,8.661111111,18,Others
12797,1,30,1.25,365,Others
12798,1,414.72,0.72,170,Others
12802,1,48.7,1.432352941,186,Others
12808,2,20.15,2.015,36,Others
12811,3,47.7,10.60187735,260,Others
12812,1,34.5,3.45,44,Others
12815,2,52.8,1.259375,147,Others
12816,2,12.525,2.9,95,Others
12817,1,139,3.756756757,281,Others
12818,1,77.5,7.75,261,Others
12820,4,28.45,1.711931818,3,United Kingdom
12821,1,10.2,0.85,214,United Kingdom
12822,1,25.2,2.1,70,United Kingdom
12823,1,459,7.65,254,United Kingdom
12824,1,10.2,0.85,59,United Kingdom
12826,5,34.9,1.526995726,71,United Kingdom
12827,2,44.655,3.274285714,32,United Kingdom
12828,3,17.65,3.35,65,United Kingdom
12829,1,13.5,6.75,336,United Kingdom
12830,2,390.24,0.49125,37,United Kingdom
12831,1,50.95,2.038,262,United Kingdom
12832,1,17.85,5.95,32,United Kingdom
12833,1,16.35,5.45,145,United Kingdom
12834,1,72.3,3.286363636,282,United Kingdom
12836,4,85.07,2.405945911,59,United Kingdom
12837,1,17,8.5,173,United Kingdom
12838,2,50.415,2.332083333,33,United Kingdom
12839,11,36.54090909,1.591272749,2,United Kingdom
12840,4,85.325,2.038584198,143,United Kingdom
12841,20,12.3695,2.182011146,4,United Kingdom
12842,2,82.89,1.845789474,70,United Kingdom
12843,6,16.9,2.690951236,159,United Kingdom
12844,2,4.885,1.22125,29,United Kingdom
12845,3,71.66666667,2.55,268,United Kingdom
12847,1,85.29,0.947666667,22,United Kingdom
12849,2,25.225,5.4375,31,United Kingdom
12851,1,11.9,1.19,96,United Kingdom
12852,1,58.05,5.277272727,294,United Kingdom
12853,4,38.945,4.111136364,134,United Kingdom
12854,4,55.9,4.729062946,78,United Kingdom
12855,1,10.2,0.85,372,United Kingdom
12856,6,47.11333333,2.096941317,7,United Kingdom
12857,2,69.625,5.803333333,210,United Kingdom
12863,1,59.4,4.95,52,United Kingdom
12865,2,94.16,1.806118012,26,Others
12866,1,37.5,1.630434783,283,Others
12867,8,58.665,0.987293809,26,United Kingdom
12868,6,42.82666667,2.337651515,185,United Kingdom
12872,2,30.375,1.473026316,326,United Kingdom
12875,1,293.76,0.17,362,United Kingdom
12876,2,75.53,1.419112554,57,Others
12877,7,29.52857143,1.549728793,24,United Kingdom
12878,2,43.8,1.310714286,236,United Kingdom
12879,3,17.37,1.374444444,44,United Kingdom
12881,1,36.8,4.6,275,United Kingdom
12882,1,145.8,7.29,33,United Kingdom
12883,3,27.06333333,4.342333333,24,United Kingdom
12885,2,90.325,3.602457002,63,United Kingdom
12886,2,81.34,1.383552448,67,United Kingdom
12888,1,25.2,2.1,255,United Kingdom
12890,1,42.02,0.823921569,24,United Kingdom
12893,1,20.88,2.088,30,United Kingdom
12895,1,32.4,1.35,86,United Kingdom
12897,2,43.85,3.2,204,United Kingdom
12901,12,155.56,2.122166667,43,United Kingdom
12904,2,22.78,1.624833333,18,United Kingdom
12906,3,65.27,1.129903101,11,United Kingdom
12909,6,17.09,3.551339869,39,United Kingdom
12910,5,70.272,2.488,23,United Kingdom
12912,2,154.98,2.512857143,8,United Kingdom
12913,3,61.14,1.577252747,15,United Kingdom
12915,2,13.15,4.3,148,United Kingdom
12916,4,49.775,3.080808271,138,United Kingdom
12919,4,23.085,1.71,16,United Kingdom
12920,1,0.75,0.75,17,United Kingdom
12921,33,68.04212121,2.241614834,9,United Kingdom
12922,1,21.84,0.455,161,United Kingdom
12923,1,4.58,2.29,64,United Kingdom
12924,1,0.83,0.83,88,United Kingdom
12925,2,47.64,0.9925,4,United Kingdom
12928,3,34.76666667,2.822916667,35,United Kingdom
12929,1,17,8.5,311,United Kingdom
12930,3,3.933333333,2.95,78,United Kingdom
12931,6,728.2366667,1.574784946,30,United Kingdom
12933,3,18.47333333,2.067333333,24,United Kingdom
12935,6,34.56166667,1.235771678,2,United Kingdom
12936,2,83.555,2.101142857,17,United Kingdom
12937,3,50.85333333,1.556324786,15,United Kingdom
12939,4,361.25,2.660714286,79,United Kingdom
12940,2,44.81,1.224254808,54,United Kingdom
12942,3,37.76333333,6.7975,131,United Kingdom
12944,2,64,3.1,35,United Kingdom
12945,1,17,8.5,288,United Kingdom
12947,5,31.918,3.949477895,143,United Kingdom
12948,4,52.1825,2.573086771,59,United Kingdom
12949,5,74.18,2.125762691,30,United Kingdom
12950,1,179,1.79,8,United Kingdom
12951,4,28.375,3.745614035,8,United Kingdom
12952,4,12.9075,2.861,5,United Kingdom
12953,1,41.5,13.83333333,9,United Kingdom
12955,11,56.52272727,2.506590909,1,United Kingdom
12956,1,28.35,5.67,306,United Kingdom
12957,6,60.96,1.353587624,9,United Kingdom
12962,1,35.4,2.95,7,United Kingdom
12963,6,26.325,3.516666667,8,United Kingdom
12965,1,82.31,3.91952381,89,United Kingdom
12966,1,35.6,4.45,9,United Kingdom
12967,3,49.26666667,13.38809524,3,United Kingdom
12970,2,23.58,1.332567568,7,United Kingdom
12971,34,28.68382353,1.735184874,3,United Kingdom
12976,1,26.1,0.790909091,211,United Kingdom
12980,2,558.63,19.17,176,United Kingdom
12981,1,17.4,1.45,133,United Kingdom
12982,1,25.2,1.05,242,United Kingdom
12985,2,92.79,0.422439252,0,United Kingdom
12987,2,47.7,1.533333333,73,United Kingdom
12988,1,50.9,3.635714286,292,United Kingdom
12989,7,278.02,3.500714286,3,United Kingdom
12990,1,41.6,2.08,185,United Kingdom
12991,1,5.04,0.42,112,United Kingdom
12993,2,39.3,1.47,120,United Kingdom
12994,5,18.52,1.545833333,4,United Kingdom
12997,3,106.2733333,2.62216092,22,United Kingdom
12999,2,8.37,1.185,205,United Kingdom
13000,1,43.1,1.436666667,259,United Kingdom
13001,13,65.89230769,2.313782713,4,United Kingdom
13002,1,9.95,9.95,318,United Kingdom
13004,15,41.32133333,1.028317419,11,United Kingdom
13005,1,29.8,7.45,246,United Kingdom
13008,1,13.92,0.29,323,United Kingdom
13012,5,26.41,4.867740891,78,United Kingdom
13013,12,43.9825,3.659651405,1,United Kingdom
13014,11,33.90272727,5.532714024,10,United Kingdom
13015,5,62.884,2.247405483,53,United Kingdom
13016,3,13.32,1.803333333,73,United Kingdom
13018,22,42.37090909,1.68737205,16,United Kingdom
13021,8,49.09,2.71073648,4,United Kingdom
13023,2,80.865,2.191061381,64,United Kingdom
13026,1,13.8,0.23,1,United Kingdom
13027,2,480,0.4,113,United Kingdom
13028,2,18.095,0.82,22,United Kingdom
13030,2,48.13,2.326979167,11,United Kingdom
13032,2,40.78,2.180416667,52,United Kingdom
13033,1,37.35,2.873076923,357,United Kingdom
13034,2,34.83,2.21,54,United Kingdom
13035,3,16.71,1.296666667,57,United Kingdom
13037,3,47.95666667,2.627507246,138,United Kingdom
13038,2,19.8,1.65,183,United Kingdom
13040,2,55.6,1.959210526,8,United Kingdom
13044,1,22.4,0.82962963,291,United Kingdom
13045,1,115.6,1.80625,99,United Kingdom
13046,1,17.4,1.45,30,United Kingdom
13047,7,31.09285714,5.096289334,127,United Kingdom
13048,4,33.3125,1.171322263,14,United Kingdom
13049,2,38.1,1.9,64,United Kingdom
13050,15,36.54733333,2.558500986,14,United Kingdom
13052,1,49.1,1.067391304,212,United Kingdom
13055,2,59.15,1.37810559,78,United Kingdom
13058,1,9.95,9.95,24,United Kingdom
13059,1,25.6,3.2,249,United Kingdom
13060,1,150.18,2.422258065,253,United Kingdom
13061,1,16.5,1.65,72,United Kingdom
13062,1,19.8,1.65,191,United Kingdom
13064,4,27.075,3.564583333,12,United Kingdom
13065,1,17.7,2.95,373,United Kingdom
13066,2,14.78,0.796818182,24,United Kingdom
13067,1,17.4,4.35,82,United Kingdom
13069,18,22.52555556,1.484630278,0,United Kingdom
13070,1,41.6,2.08,192,United Kingdom
13072,1,35.4,2.95,266,United Kingdom
13075,1,116.85,2.71744186,129,United Kingdom
13077,3,17.27333333,0.744017094,1,United Kingdom
13078,24,46.475,3.487824901,3,United Kingdom
13079,2,17.7,2.95,21,United Kingdom
13081,12,369.4175,2.752785485,11,United Kingdom
13082,5,20.34,2.31,126,United Kingdom
13083,1,52.04,1.369473684,75,United Kingdom
13085,2,26.2,5.725,157,United Kingdom
13089,64,92.88453125,3.211897417,2,United Kingdom
13090,7,137.0471429,4.709823184,31,United Kingdom
13091,1,35.88,0.69,28,United Kingdom
13092,2,13.605,3.17,70,United Kingdom
13093,6,87.00166667,1.981854637,275,United Kingdom
13095,1,23.28,0.323333333,70,United Kingdom
13097,12,56.23666667,2.834149294,32,United Kingdom
13098,24,160.4983333,2.414771242,1,United Kingdom
13101,1,16.8,2.1,234,United Kingdom
13102,18,24.32333333,2.332456832,1,United Kingdom
13103,1,27.04,1.69,39,United Kingdom
13104,1,19.8,1.65,46,United Kingdom
13106,1,76.5,4.25,133,United Kingdom
13107,1,19.8,1.65,175,United Kingdom
13109,2,59.74,1.190593074,59,United Kingdom
13110,6,26.50666667,2.836298098,31,United Kingdom
13113,15,79.12533333,3.202750324,40,United Kingdom
13115,3,83.73333333,2.769322344,11,United Kingdom
13116,1,99.2,4.133333333,138,United Kingdom
13117,2,10.77,1.035,238,United Kingdom
13118,6,27.18333333,3.465416667,19,United Kingdom
13121,2,18.99,1.1778125,269,United Kingdom
13122,1,66.6,3.33,240,United Kingdom
13124,3,105.6066667,1.89275641,89,United Kingdom
13126,6,24.14333333,1.961825335,44,United Kingdom
13127,1,10.2,0.85,77,United Kingdom
13130,1,25,1.25,94,United Kingdom
13131,2,59.3,3.1625,23,United Kingdom
13132,1,17,8.5,261,United Kingdom
13133,2,14.875,7.45,273,United Kingdom
13134,4,67.195,3.664259679,72,United Kingdom
13136,5,58.004,3.048808392,50,United Kingdom
13137,8,52.7875,1.809461189,10,United Kingdom
13138,4,23.625,2.8875,46,United Kingdom
13139,4,138.3575,2.928082485,32,United Kingdom
13140,3,17.05,5.216666667,108,United Kingdom
13141,5,66.092,2.44029521,84,United Kingdom
13142,1,2.95,2.95,19,United Kingdom
13144,1,23.6,2.95,332,United Kingdom
13145,1,118.8,4.95,39,United Kingdom
13147,1,118.8,4.95,43,United Kingdom
13148,11,35.29545455,2.288397909,29,United Kingdom
13149,4,67.415,2.028270677,14,United Kingdom
13151,2,49.675,4.197826087,203,United Kingdom
13153,1,35.4,2.95,5,United Kingdom
13155,3,39.04666667,1.87490991,79,United Kingdom
13157,4,57.84,1.549153846,49,United Kingdom
13158,4,32.15,1.501517857,94,United Kingdom
13159,3,60.5,1.926193316,50,United Kingdom
13160,1,15,1.25,22,United Kingdom
13161,1,42.3,4.23,313,United Kingdom
13162,3,103.4,1.432285714,122,United Kingdom
13165,2,66.84,0.795714286,46,United Kingdom
13166,1,27.05,1.591176471,283,United Kingdom
13167,4,31.4425,1.163055128,18,United Kingdom
13168,3,26.05,2.725925926,36,United Kingdom
13170,1,10.4,1.3,26,United Kingdom
13171,2,35.945,3.604102564,49,United Kingdom
13173,2,25.96,2.863,4,United Kingdom
13174,3,86.92,2.007515351,16,United Kingdom
13176,1,15.35,2.192857143,46,United Kingdom
13177,1,42.6,1.775,64,United Kingdom
13178,10,76.085,1.705814082,35,United Kingdom
13183,8,90.8675,1.621391414,7,United Kingdom
13184,7,21.61571429,1.345973428,14,United Kingdom
13186,4,34.1,2.17202381,39,United Kingdom
13187,1,29.44,2.102857143,337,United Kingdom
13189,2,19.2,0.442941176,18,United Kingdom
13192,2,49.255,1.82952381,95,United Kingdom
13193,1,17.55,2.507142857,61,United Kingdom
13196,3,46.06666667,1.507017544,11,United Kingdom
13198,5,76.534,2.166451418,10,United Kingdom
13199,9,97.66222222,1.846671551,7,United Kingdom
13200,3,23.91666667,1.712857143,21,United Kingdom
13203,4,22.3725,3.51,9,United Kingdom
13208,7,26.35142857,2.268013605,58,United Kingdom
13209,7,74.65857143,2.643610775,30,United Kingdom
13210,1,25.5,4.25,93,United Kingdom
13211,3,49.00333333,2.682787879,10,United Kingdom
13212,3,26.08333333,6.072916667,9,United Kingdom
13213,4,53.775,7.489494109,56,United Kingdom
13216,1,69.12,0.72,267,United Kingdom
13221,2,48.45,2.410044643,240,United Kingdom
13224,2,52.365,1.232602041,60,United Kingdom
13225,6,234.1133333,1.73,3,United Kingdom
13226,1,13.85,1.978571429,273,United Kingdom
13229,1,33.6,4.2,225,United Kingdom
13230,13,20.26461538,2.039495295,4,United Kingdom
13232,6,28.13,1.617860852,26,United Kingdom
13233,2,27.12,0.62,74,United Kingdom
13235,1,63.64,2.272857143,212,United Kingdom
13236,2,28.63,1.131538462,24,United Kingdom
13238,3,62.4,2.08,17,United Kingdom
13239,1,24.98,0.675135135,261,United Kingdom
13240,4,36.85,3.040464744,96,United Kingdom
13243,1,83.36,2.193684211,203,United Kingdom
13244,1,21.84,4.368,92,United Kingdom
13245,1,75.75,4.208333333,50,United Kingdom
13246,5,13.512,3.118111111,18,United Kingdom
13247,1,10.2,0.85,82,United Kingdom
13248,2,15.225,7.85,124,United Kingdom
13253,2,55.26,0.607142857,156,United Kingdom
13255,1,17.7,2.95,373,United Kingdom
13258,2,36.835,2.473928571,23,United Kingdom
13259,1,34.54,3.14,61,United Kingdom
13260,1,219,10.95,61,United Kingdom
13262,1,17.7,2.95,263,United Kingdom
13263,32,23.2834375,1.901464223,1,United Kingdom
13265,4,30.645,1.576858974,53,United Kingdom
13266,13,47.94384615,1.608636887,11,United Kingdom
13267,15,39.866,3.482555556,2,United Kingdom
13268,9,38.88444444,1.04630452,17,United Kingdom
13269,13,50.52153846,2.021020979,1,United Kingdom
13271,1,18.05,0.820454545,37,United Kingdom
13272,1,14.85,4.95,89,United Kingdom
13276,2,21.375,7,63,United Kingdom
13277,1,49.5,1.65,25,United Kingdom
13278,1,76.41,0.992337662,40,United Kingdom
13279,1,12.5,1.25,78,United Kingdom
13280,3,16.66666667,2.3,122,United Kingdom
13282,2,20.28,2.514,18,United Kingdom
13284,1,68.45,2.976086957,330,United Kingdom
13285,3,82.86666667,1.885793972,23,United Kingdom
13291,1,30.93,0.702954545,155,United Kingdom
13292,1,19.8,1.65,284,United Kingdom
13294,2,38.825,2.75952381,189,United Kingdom
13297,2,98.8,2.98377193,23,United Kingdom
13299,1,17.7,2.95,268,United Kingdom
13300,2,27.095,3.043653846,164,United Kingdom
13301,4,20.4125,2.088379187,103,United Kingdom
13304,1,34.35,2.642307692,351,United Kingdom
13305,6,35.5,2.475793651,21,United Kingdom
13308,3,51.86,2.335652174,22,United Kingdom
13309,3,14.06666667,1.516666667,88,United Kingdom
13310,4,32.485,4.502380952,28,United Kingdom
13311,1,194.79,1.55832,150,United Kingdom
13313,4,50.385,1.607455357,22,United Kingdom
13314,4,17.0275,3.212797619,1,United Kingdom
